artist_familiarity,artist_hotttnesss,artist_id,artist_mbid,artist_playmeid,artist_7digitalid,artist_latitude,artist_longitude,artist_location,artist_name,release,release_7digitalid,song_id,song_hotttnesss,title,track_7digitalid,sample_rate,danceability,duration,end_of_fade_in,start_of_fade_in,energy,song_key,key_confidence,loudness,mode,mode_confidence,tempo,time_signature,time_sig_confidence
0.5817937658450281,0.4019975433642836,b'ARD7TVE1187B99BFB1',b'e77e51a5-4761-45b3-9847-2051f811e366',4479,165270,nan,nan,b'California - LA',b'Casual',b'Fear Itself',300848,b'SOMZWCG12A8C13C480',0.6021199899057548,"b""I Didn't Mean To""",3401791,22050,0.0,218.93179,"(0.247,)","(218.932,)","(0.0,)","(1,)","(0.736,)","(-11.197,)","(0,)","(0.636,)","(92.198,)","(4,)",0.778
0.6306300375898077,0.4174996449709784,b'ARMJAGH1187FB546F3',b'1c78ab62-db33-4433-8d0b-7c8dcf1849c2',22066,1998,35.14968,-90.04892,"b'Memphis, TN'",b'The Box Tops',b'Dimensions',300822,b'SOCIWDW12A8C13D406',nan,b'Soul Deep',3400270,22050,0.0,148.03546,"(0.148,)","(137.915,)","(0.0,)","(6,)","(0.169,)","(-9.843,)","(0,)","(0.43,)","(121.274,)","(4,)",0.384
0.4873567909281477,0.34342837829688244,b'ARKRRTF1187B9984DA',b'7a273984-edd9-4451-9c4d-39b38f05ebcd',13951,290021,nan,nan,b'',b'Sonora Santanera',b'Las Numero 1 De La Sonora Santanera',514953,b'SOXVLOJ12AB0189215',nan,b'Amor De Cabaret',5703798,22050,0.0,177.47546,"(0.282,)","(172.304,)","(0.0,)","(8,)","(0.643,)","(-9.689,)","(1,)","(0.565,)","(100.07,)","(1,)",0.0
0.6303823341467806,0.4542311565706205,b'AR7G5I41187FB4CE6C',b'e188a520-9cb7-4f73-a3d7-2f70c6538e92',12697,19072,nan,nan,"b'London, England'",b'Adam Ant',b'Friend Or Foe',287650,b'SONHOTT12A8C13493C',nan,b'Something Girls',3226795,22050,0.0,233.40363,"(0.0,)","(217.124,)","(0.0,)","(0,)","(0.751,)","(-9.013,)","(1,)","(0.749,)","(119.293,)","(4,)",0.0
0.6510456608317947,0.40172368550367865,b'ARXR32B1187FB57099',b'c6903a2e-063c-4f91-a284-17b8f421be7b',8355,30973,nan,nan,b'',b'Gob',b'Muertos Vivos',611336,b'SOFSOCN12A8C143F5D',0.6045007385888197,b'Face the Ashes',6795666,22050,0.0,209.60608,"(0.066,)","(198.699,)","(0.0,)","(2,)","(0.092,)","(-4.501,)","(1,)","(0.371,)","(129.738,)","(4,)",0.562
0.5352927355118197,0.385470550555821,b'ARKFYS91187B98E58F',b'79c403f9-5467-4f23-8426-9ca3fc60a115',63801,432935,nan,nan,b'',b'Jeff And Sheri Easter',b'Ordinary Day',41838,b'SOYMRWW12A6D4FAB14',nan,b'The Moon And I (Ordinary Day Album Version)',444964,22050,0.0,267.7024,"(2.264,)","(254.27,)","(0.0,)","(5,)","(0.635,)","(-9.323,)","(1,)","(0.557,)","(147.782,)","(3,)",0.454
0.5564956019129572,0.2619411773808474,b'ARD0S291187B9B7BF5',b'56503d6d-094e-4c28-ae3d-04cc748ade5b',-1,17970,nan,nan,b'Ohio',b'Rated R',b'Da Ghetto Psychic',25824,b'SOMJBYD12A6D4F8557',nan,b'Keepin It Real (Skit)',276593,22050,0.0,114.78159,"(0.096,)","(114.782,)","(0.0,)","(1,)","(0.0,)","(-17.302,)","(1,)","(0.0,)","(111.787,)","(1,)",0.0
0.8011364469966873,0.6055071356905752,b'AR10USD1187B99F3F1',b'd89de379-665d-425c-b2e9-41b95d1edb36',-1,21128,nan,nan,"b'Burlington, Ontario, Canada'",b'Tweeterfriendly Music',b'Gin & Phonic',8876,b'SOHKNRJ12A6701D1F8',nan,b'Drop of Rain',90004,22050,0.0,189.57016,"(0.319,)","(181.023,)","(0.0,)","(4,)","(0.0,)","(-11.642,)","(0,)","(0.16,)","(101.43,)","(3,)",0.408
0.42666785706940524,0.33227574659906806,b'AR8ZCNI1187B9A069B',b'19d232b9-b4d7-4dc8-b259-bf65efb655b1',-1,276891,nan,nan,b'',b'Planet P Project',b'Pink World',358182,b'SOIAZJW12AB01853F1',0.26586104921065007,b'Pink World',3996579,22050,0.0,269.81832,"(5.3,)","(258.99,)","(0.0,)","(4,)","(0.717,)","(-13.496,)","(1,)","(0.652,)","(86.643,)","(4,)",0.487
0.5505136978482137,0.42270564102939107,b'ARNTLGG11E2835DDB9',b'4d96f7d0-2f0e-4e92-ba70-a405f96f8cec',-1,242273,nan,nan,b'',b'Clp',b'Superinstrumental',692313,b'SOUDSGM12AC9618304',nan,b'Insatiable (Instrumental Version)',7684249,22050,0.0,266.39628,"(0.084,)","(261.747,)","(0.0,)","(7,)","(0.053,)","(-6.697,)","(0,)","(0.473,)","(114.041,)","(4,)",0.878
0.3600311664643514,0.29626895431146333,b'ARGSJW91187B9B1D6B',b'eb722df4-372e-4742-8586-f7ff658012d6',-1,60488,35.21962,-80.01955,b'North Carolina',b'JennyAnyKind',b'I Need You',539081,b'SOQHXMF12AB0182363',0.0,b'Young Boy Blues',5967937,22050,0.0,218.77506,"(2.125,)","(207.012,)","(0.0,)","(5,)","(0.354,)","(-10.021,)","(0,)","(0.485,)","(146.765,)","(1,)",0.0
0.5451592956008632,0.35155586118563925,b'ARC43071187B990240',b'001a1d90-56dc-4992-bd7d-970ecd7105d0',17334,4923,nan,nan,"b'Wisner, LA'",b'Wayne Watson',b'The Way Home',163874,b'SOKEJEJ12A8C13E0D0',0.26586104921065007,b'The Urgency (LP Version)',1735859,22050,0.0,245.21098,"(0.357,)","(227.48,)","(0.0,)","(7,)","(0.07,)","(-7.545,)","(1,)","(0.686,)","(117.975,)","(4,)",0.835
0.5775089743252977,0.3794821702804675,b'ARL7K851187B99ACD2',b'572d6bb7-58cc-4a96-8e5c-58eae4739190',14303,88523,nan,nan,b'',b'Andy Andy',b'Placer & Castigo',575792,b'SOMUYGI12AB0188633',0.0,b'La Culpa',6381162,22050,0.0,226.35057,"(0.0,)","(221.553,)","(0.0,)","(9,)","(0.205,)","(-6.632,)","(1,)","(0.305,)","(130.04,)","(4,)",0.0
0.08551204710857879,0.25193652476242323,b'ARHHO3O1187B989413',b'e870caaf-3650-4ed8-9ca1-1ac36419abb0',-1,327171,nan,nan,b'',b'Bob Azzam',b'Arrivederci',815863,b'SORAMLE12AB017C8B0',0.0,b'Auguri Cha Cha',9014963,22050,0.0,191.84281,"(0.38,)","(188.424,)","(0.0,)","(10,)","(0.0,)","(-7.75,)","(0,)","(0.198,)","(137.334,)","(1,)",0.319
0.7766758556845541,0.5530719914619753,b'ARIK43K1187B9AE54C',b'3cb25fb2-5547-4b05-adec-1a5e37830d46',-1,237,nan,nan,"b'Beverly Hills, CA'",b'Lionel Richie',b'Dancing On The Ceiling',25811,b'SOBONFF12A6D4F84D8',nan,b'Tonight Will Be Alright',276438,22050,0.0,307.3824,"(0.612,)","(296.658,)","(0.0,)","(3,)","(0.524,)","(-8.346,)","(1,)","(0.533,)","(125.197,)","(3,)",0.211
0.6364236449500698,0.4479354804795022,b'ARD842G1187B997376',b'6b52e1be-f27a-433c-b51a-3f2d63abc2ba',-1,3950,43.64856,-79.38533,"b'Toronto, Ontario, Canada'",b'Blue Rodeo',b'Outskirts',135122,b'SOHUOAP12A8AE488E9',0.4051157216913865,b'Floating',1399936,22050,0.0,491.12771,"(0.0,)","(486.034,)","(0.0,)","(7,)","(1.0,)","(-8.576,)","(1,)","(0.829,)","(119.826,)","(4,)",0.756
0.4199431484349393,0.33080635685585685,b'ARIG6O41187B988BDD',b'9f6413ef-4320-4833-87be-3ad1d3bf238f',18135,24687,37.16793,-95.84502,b'United States',b'Richard Souther',b'Cross Currents',149958,b'SOUQQEA12A8C134B1B',0.3347065490692206,b'High Tide',1560940,22050,0.0,228.5971,"(0.223,)","(217.426,)","(0.0,)","(8,)","(0.041,)","(-16.11,)","(1,)","(0.516,)","(127.756,)","(5,)",0.579
0.3632805711099885,0.30667609347902947,b'AR1ZHYZ1187FB3C717',b'762e2728-f093-4548-8f36-f4580d83e207',-1,248913,nan,nan,b'',b'Faiz Ali Faiz',b'Panjtan Ka Ghulam',535188,b'SOILPQQ12AB017E82A',nan,b'Sohna Nee Sohna Data',5916675,22050,0.0,599.24853,"(1.193,)","(591.999,)","(0.0,)","(6,)","(0.06,)","(-8.032,)","(1,)","(0.346,)","(99.273,)","(4,)",0.158
0.7071997638379363,0.5134632897021558,b'ARYKCQI1187FB3B18F',b'eeacb319-8d4c-48e0-80a0-944e71c375bf',7536,1396,nan,nan,b'',b'Tesla',b'Gold',372309,b'SOXLBJT12A8C140925',0.6841361912294903,b'Caught In A Dream',4143071,22050,0.0,290.29832,"(0.145,)","(285.605,)","(0.0,)","(7,)","(0.725,)","(-5.271,)","(1,)","(0.756,)","(150.062,)","(4,)",0.931
0.32031437017067216,0.0,b'ARNPAGP1241B9C7FD4',b'',-1,399889,nan,nan,b'',b'lextrical',b'Whatever Happened To Boredom?',541101,b'SOZVMJI12AB01808AF',0.0,b'Synthetic Dream',5991843,22050,0.0,165.69424,"(0.162,)","(157.391,)","(0.0,)","(7,)","(0.011,)","(-6.787,)","(1,)","(0.568,)","(138.331,)","(4,)",0.127
0.39413853984589253,0.29153972708877773,b'ARQGYP71187FB44566',b'0b8f67b3-b1d8-4d7a-8317-9d2e7e1cb277',156926,34818,34.31109,-94.02978,"b'Mineola, AR'",b'Jimmy Wakely',b'1942-1952 Jimmy Wakely',605134,b'SOWTBJW12AC468AC6E',nan,b'Broken-Down Merry-Go-Round',6721979,22050,0.0,151.84934,"(2.827,)","(146.199,)","(0.0,)","(1,)","(0.799,)","(-15.221,)","(1,)","(0.716,)","(86.186,)","(3,)",0.929
0.4898162689820407,0.3285530150180186,b'ARI3BMM1187FB4255E',b'c5bca5a8-1357-4f4c-8544-b36c814ff6d6',-1,185559,38.8991,-77.029,b'Washington',b'Alice Stuart',b'All The Good Times',239740,b'SOBEBDG12A58A76D60',0.0,b'Kassie Jones',3006504,22050,0.0,220.78649,"(0.206,)","(207.656,)","(0.0,)","(11,)","(0.809,)","(-8.514,)","(1,)","(0.521,)","(110.382,)","(1,)",0.192
